source,target,weight
32813,87432,0.001
32813,330596,0.001
32813,176164,0.001
32813,798855,0.001
32813,747042,0.001
32813,600619,0.002
32813,777914,0.001
32813,366716,0.001
32813,351038,0.001
32813,870337,0.001
32813,472734,0.001
32813,118488,0.001
32813,252585,0.001
84149,1539,1.0
84149,16948,1.0
84149,55408,1.0
84149,60438,1.0
84149,73989,1.0
84149,105294,1.0
84149,106743,1.0
84149,110303,1.0
84149,145845,1.0
84149,168346,1.0
84149,176164,1.0
84149,185706,1.0
84149,193676,1.0
84149,199187,1.0
84149,253537,1.0
84149,265474,1.0
84149,278374,1.0
84149,281431,1.0
84149,288123,1.0
84149,291936,1.0
84149,292231,1.0
84149,294105,1.0
84149,330596,1.0
84149,350827,1.0
84149,393955,1.0
84149,399241,1.0
84149,412878,1.0
84149,418840,1.0
84149,428286,1.0
84149,434435,1.0
84149,439346,1.0
84149,441435,1.0
84149,457566,1.0
84149,466173,1.0
84149,472016,1.0
84149,502190,1.0
84149,509031,1.0
84149,555524,1.0
84149,563940,1.0
84149,606750,1.0
84149,607020,1.0
84149,614445,1.0
84149,617317,1.0
84149,645071,1.0
84149,648400,1.0
84149,654577,1.0
84149,670600,1.0
84149,672617,1.0
84149,694461,1.0
84149,705172,1.0
84149,728654,1.0
84149,776400,1.0
84149,798855,1.0
84149,812593,1.0
84149,827354,1.0
84149,833800,1.0
84149,835622,1.0
84149,852394,1.0
84149,875987,1.0
84149,940112,1.0
84149,953096,1.0
84149,965293,1.0
84149,975852,1.0
84149,983433,1.0
84149,984973,1.0
84149,987402,1.0
84149,999659,1.0
84149,965592,1.0
84149,953413,1.0
84149,815960,1.0
84149,705632,1.0
84149,606675,1.0
84149,584792,1.0
84149,372854,1.0
84149,367841,1.0
84149,146170,1.0
84149,117383,0.031744
84149,160817,0.027804000000000002
84149,175764,0.017918999999999997
84149,338687,0.029775
84149,351902,0.033711000000000005
84149,376613,0.037639
84149,572310,0.037639
84149,613750,0.035676
84149,620114,0.026818
84149,628474,0.033711000000000005
84149,748485,0.037639
84149,937351,0.036657999999999996
84149,508730,0.037639
84149,38878,0.035676
84149,87432,0.024843999999999998
84149,133263,0.037639
84149,152991,0.004994
84149,161042,0.035676
84149,182620,0.034694
84149,195074,0.036657999999999996
84149,240671,0.011963999999999999
84149,258017,0.026818
84149,328891,0.005991
84149,397832,0.012958
84149,685438,0.037639
84149,718811,0.011963999999999999
84149,724674,0.037639
84149,936742,0.035676
84149,954515,0.015936
84149,9072,0.033711000000000005
84149,834971,0.013952
84149,583085,0.029775
84149,421005,0.03076
84149,13163,0.0199
84149,183735,0.037639
84149,214760,0.01097
84149,229032,0.037639
84149,240913,0.027804999999999996
84149,315645,0.03076
84149,360291,0.035676
84149,425517,0.015937
84149,536587,0.037639
84149,552679,0.001999
84149,575684,0.032728
84149,662690,0.037639
84149,881873,0.037639
84149,913587,0.032728
84149,948301,0.037639
84149,808503,0.006988
84149,228705,0.023856999999999996
84149,16154,0.007984999999999999
84149,23096,0.034694
84149,23413,0.02089
84149,32806,0.018911999999999998
84149,44162,0.031744
84149,46049,0.034694
84149,72474,0.017918999999999997
84149,93499,0.009975000000000001
84149,189144,0.031744999999999995
84149,198812,0.012958
84149,199796,0.037639
84149,202511,0.037639
84149,214829,0.0029980000000000002
84149,226089,0.033711000000000005
84149,239215,0.037639
84149,318384,0.015937
84149,381316,0.022868
84149,437145,0.023856999999999996
